# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,13.5,4.65,179.86475113779477,0,3.0,-1.632859148000297,-179.99,0.0,-0.000009821047736446652
 0.04019723802282702,13.497576279835673,4.650005721294067,179.86475113779477,0.12059171406848107,3.0,-1.632859148000297,-179.990000394779,-13.248512084649809,-0.00006638927706908721
 0.0580355795008021,13.494947869295967,4.650022767565116,179.6284196551537,0.1741067385024063,2.9999999999999996,-1.2714235582540923,-179.9900015790536,-13.751359628778404,-0.00013645835194503678
 0.07249847738587731,13.492116158554989,4.650050962396424,179.42953514506172,0.21749543215763195,3.0000000000000018,-1.0071245584767903,-179.9900035526368,-13.204893931024387,-0.00021555204458957385
 0.08531477962719307,13.489082537786846,4.650090129371265,179.2602972333772,0.25594433888157925,3.000000000000001,-0.809471805292378,-179.99000631521696,-12.299064152294845,-0.0003004614656844828
 0.09713373584034965,13.485848397165642,4.650140092072917,179.1149351326984,0.291401207521049,2.9999999999999987,-0.658768277118662,-179.99000986635787,-11.292338245612319,-0.00038935437234095707
 0.10827818714798179,13.482415126865483,4.650200674084654,178.98908821897086,0.3248345614439454,3.0,-0.5419042195142061,-179.9900142054987,-10.293691195496347,-0.0004810936629200348
 0.11893402401680028,13.478784117060474,4.65027169898975,178.87940032481367,0.3568020720504009,3.0,-0.44992448482387903,-179.9900193319543,-9.349316895407139,-0.0005749340117433482
 0.12921861433965834,13.474956757924726,4.650352990371483,178.78324643074583,0.3876558430189751,3.0000000000000053,-0.3765705971003688,-179.99002524491507,-8.476746193747552,-0.0006703672299177219
 0.1392109469486166,13.470934439632341,4.650444371813127,178.6985439633362,0.4176328408458499,3.0,-0.31737932536016483,-179.9900319434474,-7.679979633024611,-0.0007670359493651108
 0.14896674267068022,13.466718552357426,4.650545666897959,178.6236196508868,0.4469002280120407,2.9999999999999973,-0.2691097581194661,-179.99003942649344,-6.956672303656131,-0.0008646824446258843
 0.15852675875042346,13.462310486274088,4.650656699209254,178.55711375180232,0.4755802762512705,3.000000000000003,-0.22937012973539195,-179.9900476928715,-6.301680477658073,-0.0009631167226015391
 0.16792167902097654,13.457711631556428,4.650777292330285,178.49790996614422,0.5037650370629297,3.000000000000003,-0.1963693454840201,-179.99005674127633,-5.708842297376772,-0.0010621959242938521
 0.17717515327275504,13.452923378378559,4.650907269844331,178.44508334093797,0.5315254598182652,2.999999999999991,-0.16874822326856287,-179.99006657027897,-5.171867295075373,-0.001161810697429019
 0.18630577015712438,13.447947116914582,4.651046455334666,178.39786100208988,0.5589173104713732,3.0,-0.1454628062112967,-179.99007717832734,-4.684765055102143,-0.0012618758441502555
 0.1953283844400324,13.442784237338604,4.651194672384566,178.35559217399165,0.5859851533200972,2.999999999999994,-0.1257023400337608,-179.99008856374635,-4.242032656886381,-0.0013623238456411243
 0.2042550370630342,13.437436129824734,4.6513517445773065,178.31772502204817,0.6127651111891026,3.000000000000006,-0.1088307564725673,-179.99010072473808,-3.8387163059850264,-0.0014631003024803337
 0.21309560941059308,13.431904184547074,4.651517495496161,178.28378857282334,0.6392868282317793,3.000000000000003,-0.09434434437902672,-179.99011365938216,-3.4704087075153973,-0.0015641606266031545
 0.2218582989082647,13.426189791679734,4.651691748724408,178.2533784588894,0.6655748967247942,3.000000000000006,-0.08184074266236804,-179.99012736563606,-3.1332153520511827,-0.0016654676493794648
 0.23054997142872555,13.420294341396817,4.651874327845321,178.22614557711327,0.6916499142861767,2.999999999999997,-0.0709959620320256,-179.99014184133546,-2.8237077648314224,-0.0017669898207892728
 0.23917642685161492,13.41421922387243,4.652065056442177,178.2017869879527,0.7175292805548449,3.000000000000006,-0.061547167038661615,-179.99015708419438,-2.5388730119588954,-0.0018686999540671176
 0.2477426021913638,13.407965829280675,4.6522637580982495,178.1800385565669,0.7432278065740915,2.999999999999997,-0.05327964543303111,-179.99017309180584,-2.276064587665016,-0.0019705741758791057
 0.2562527290576243,13.401535547795666,4.652470256396815,178.16066895817005,0.768758187172873,3.0,-0.046016856675727004,-179.99018986164208,-2.032956845136511,-0.00207259119386864
 0.2647104571883812,13.394929769591501,4.652684374921151,178.14347476187234,0.7941313715651438,3.0000000000000067,-0.039612759541242874,-179.99020739105492,-1.8075039898592011,-0.0021747317252500797
 0.2731189524227553,13.388149884842292,4.65290593725453,178.1282763731875,0.8193568572682661,3.0000000000000067,-0.03394585307932151,-179.99022567727627,-1.5979038342932443,-0.0022769780510896852
 0.28148097517204196,13.381197283722145,4.653134766980228,178.11491466497395,0.8444429255161261,3.0,-0.02891450914943255,-179.99024471741853,-1.402566025367256,-0.0023793136634895694
 0.28979894383912636,13.37407335640516,4.653370687681522,178.10324816472144,0.8693968315173792,2.9999999999999933,-0.024433290529159383,-179.99026450847504,-1.2200844821725232,-0.002481723012393023
 0.2980749864981956,13.366779493065449,4.653613522941687,178.0931506934993,0.8942249594945868,2.9999999999999867,-0.020430033013015644,-179.99028504732055,-1.0492135004226184,-0.0025841912764180274
 0.3063109833291858,13.359317083877114,4.653863096343999,178.08450937443482,0.9189329499875576,3.0000000000000067,-0.01684350268332924,-179.99030633071172,-0.888847134160271,-0.0026867042333948623
 0.3145086017063371,13.351687519014263,4.654119231471731,178.07722294483332,0.9435258051190113,2.9999999999999867,-0.01362152225248983,-179.99032835528772,-0.7380013998123075,-0.002789248072598489
